"","incomeChangeHH","age","profile_gender","profile_GOR","profile_socialgrade_cie","pastvote_ge_2019","approveUKGovt"
"1010","It hasn’t changed","58","Male","North East","C2","Conservative","Approve"
"1011","It hasn’t changed","68","Female","London","C1","Labour","Neither approve nor disapprove"
"1012","It hasn’t changed","58","Female","South West","C2","Conservative","Approve"
"1013","It hasn’t changed","83","Female","South East","C1","Conservative","Approve"
"1014","It hasn’t changed","58","Female","North West","C2","Conservative","Approve"
"1015","It is less than half what it was","63","Female","East Midlands","A","Conservative","Neither approve nor disapprove"
"1016","It has decreased by less than a quarter","27","Male","South East","C1","Labour","Disapprove"
"1017","It hasn’t changed","55","Female","East of England","B","Liberal Democrat","Neither approve nor disapprove"
"1018","It has decreased by less than a quarter","60","Female","South East","C2","Conservative","Approve"
"1019","It has decreased by between a quarter and a half","54","Female","East of England","B","Conservative","Neither approve nor disapprove"
"1020","It has decreased by between a quarter and a half","59","Female","Yorkshire and the Humber","D",NA,"Approve"
"1021","It is less than half what it was","44","Male","South West","C2","Conservative","Approve"
"1022","It hasn’t changed","57","Male","London","B","Labour","Disapprove"
"1023","Don’t know","39","Male","North East","C2",NA,"Approve"
"1024","It hasn’t changed","80","Male","North West","E","Brexit Party","Neither approve nor disapprove"
"1025","It hasn’t changed","48","Male","London","B",NA,"Strongly disapprove"
"1026","It hasn’t changed","60","Female","East of England","E","Labour","Strongly approve"
"1027","It has increased","43","Male","North East","D","Labour","Approve"
"1028","It is less than half what it was","60","Male","Scotland","C2","Conservative","Approve"
"1029","It has decreased by less than a quarter","40","Female","South East","D","Green","Neither approve nor disapprove"
"1030","It has decreased by less than a quarter","47","Female","Wales","D","Labour","Strongly disapprove"
"1031","It hasn’t changed","71","Male","South West","B","Conservative","Approve"
"1032","It hasn’t changed","70","Male","West Midlands","E","Conservative","Approve"
"1033","It hasn’t changed","57","Female","Wales","C1","Conservative","Approve"
"1034","It hasn’t changed","74","Male","Scotland","E","Labour","Strongly disapprove"
"1035","It is less than half what it was","45","Male","South East","D","Conservative","Approve"
"1036","It hasn’t changed","69","Male","East Midlands","A","Labour","Neither approve nor disapprove"
"1037","It hasn’t changed","67","Female","East Midlands","B","Labour","Neither approve nor disapprove"
"1038","It hasn’t changed","38","Male","Yorkshire and the Humber","B","Labour","Disapprove"
"1039","It hasn’t changed","53","Female","Yorkshire and the Humber","C1","Labour","Neither approve nor disapprove"
"1040","It hasn’t changed","56","Male","West Midlands","B","Conservative","Approve"
"1041","It has decreased by less than a quarter","30","Male","Yorkshire and the Humber","A",NA,"Strongly disapprove"
"1042","It hasn’t changed","59","Male","West Midlands","D",NA,"Strongly disapprove"
"1043","It has decreased by less than a quarter","38","Female","East of England","C2","Conservative","Approve"
"1044","It has decreased by less than a quarter","27","Male","London","C2","Green","Strongly disapprove"
"1045","It hasn’t changed","30","Female","Yorkshire and the Humber","B","Labour","Approve"
"1046","It hasn’t changed","55","Female","North West","C1","Labour","Approve"
"1047","It hasn’t changed","53","Male","North West","C1","Conservative","Approve"
"1048","It hasn’t changed","29","Female","Scotland","A","Scottish National Party (SNP)","Strongly disapprove"
"1049","It hasn’t changed","70","Male","North West","C1","Conservative","Strongly approve"
"1050","It hasn’t changed","63","Female","London","C2","Labour","Strongly disapprove"
"1051","It hasn’t changed","54","Male","North West","C2","Conservative","Approve"
"1052","It hasn’t changed","36","Female","North West","E",NA,"Neither approve nor disapprove"
"1053","It hasn’t changed","66","Female","East of England","C1","Conservative","Approve"
"1054","It hasn’t changed","74","Female","South West","C1","Conservative","Approve"
"1055","It hasn’t changed","30","Male","London","D","Labour","Neither approve nor disapprove"
"1056","It has decreased by less than a quarter","37","Male","Wales","D","Labour","Neither approve nor disapprove"
"1057","It has decreased by less than a quarter","50","Female","Yorkshire and the Humber","C2","Labour","Approve"
"1058","It hasn’t changed","46","Female","South East","A","Conservative","Approve"
"1059","It hasn’t changed","53","Male","Scotland","E","Don't know","Disapprove"
"1060","It has decreased by less than a quarter","66","Female","South East","A","Liberal Democrat","Approve"
"1061","It hasn’t changed","64","Female","Yorkshire and the Humber","C2","Conservative","Neither approve nor disapprove"
"1062","It hasn’t changed","47","Female","East Midlands","B","Labour","Neither approve nor disapprove"
"1063","It hasn’t changed","45","Female","Scotland","D","Conservative","Approve"
"1064","Don’t know","38","Female","East Midlands","D",NA,"Neither approve nor disapprove"
"1065","It hasn’t changed","70","Female","London","C1","Conservative","Neither approve nor disapprove"
"1066","It hasn’t changed","54","Female","Yorkshire and the Humber","C2","Green","Neither approve nor disapprove"
"1067","It hasn’t changed","43","Male","South West","C2","Labour","Neither approve nor disapprove"
"1068","It has decreased by between a quarter and a half","59","Female","South West","C2","Conservative","Approve"
"1069","It hasn’t changed","71","Male","London","C1","Brexit Party","Approve"
"1070","It hasn’t changed","26","Female","London","E",NA,"Disapprove"
"1071","It hasn’t changed","43","Male","South East","B","Conservative","Approve"
"1072","It hasn’t changed","55","Female","North East","D",NA,"Disapprove"
"1073","It hasn’t changed","46","Male","North West","E","Green","Neither approve nor disapprove"
"1074","It hasn’t changed","36","Female","Wales","C1","Conservative","Approve"
"1075","It is less than half what it was","59","Male","South East","C2","Conservative","Approve"
"1076","It hasn’t changed","70","Female","Scotland","C1","Scottish National Party (SNP)","Disapprove"
"1077","It is less than half what it was","63","Female","Yorkshire and the Humber","A","Labour","Strongly disapprove"
"1078","It has decreased by less than a quarter","51","Female","South West","C2","Conservative","Strongly approve"
"1079","It hasn’t changed","48","Female","West Midlands","B","Conservative","Approve"
"1080","It hasn’t changed","51","Female","South East","C1","Conservative","Strongly approve"
"1081","It has decreased by less than a quarter","28","Female","North West","C2","Don't know","Disapprove"
"1082","It has decreased by between a quarter and a half","47","Female","East Midlands","D","Labour","Approve"
"1083","It hasn’t changed","31","Female","South East","C1","Liberal Democrat","Disapprove"
"1084","It hasn’t changed","58","Female","Wales","A","Conservative","Approve"
"1085","It hasn’t changed","63","Female","South East","C2","Conservative","Approve"
"1086","It hasn’t changed","26","Female","South East","B","Conservative","Approve"
"1087","It has decreased by less than a quarter","69","Male","Scotland","C1","Labour","Strongly disapprove"
"1088","It hasn’t changed","22","Male","South East","B","Liberal Democrat","Strongly disapprove"
"1089","It has decreased by less than a quarter","23","Female","Scotland","B",NA,"Approve"
"1090","It has decreased by less than a quarter","59","Male","North East","C2","Conservative","Neither approve nor disapprove"
"1091","It has decreased by less than a quarter","23","Female","North West","A","Conservative","Approve"
"1092","It has decreased by less than a quarter","28","Female","East of England","E",NA,"Approve"
"1093","It hasn’t changed","58","Male","South East","C2","Conservative","Approve"
"1094","It has increased","26","Male","South West","C1","Conservative","Disapprove"
"1095","It hasn’t changed","27","Female","London","B","Liberal Democrat","Neither approve nor disapprove"
"1096","It has increased","40","Female","North East","C2",NA,"Neither approve nor disapprove"
"1097","It hasn’t changed","26","Female","East Midlands","B","Liberal Democrat","Strongly approve"
"1098","It hasn’t changed","22","Male","South West","C1","Labour","Disapprove"
"1099","It hasn’t changed","28","Female","North East","B","Conservative","Approve"
"1100","It hasn’t changed","22","Female","South East","D","Green","Disapprove"
"1101","It hasn’t changed","74","Female","South East","E","Other","Neither approve nor disapprove"
"1102","It has decreased by between a quarter and a half","24","Male","East of England","A",NA,"Approve"
"1103","It hasn’t changed","23","Female","East Midlands","A","Liberal Democrat","Neither approve nor disapprove"
"1104","Don’t know","26","Male","South West","E",NA,"Neither approve nor disapprove"
"1105","It hasn’t changed","41","Male","Wales","E",NA,"Strongly disapprove"
"1106","It has decreased by between a quarter and a half","70","Female","West Midlands","E","Conservative","Neither approve nor disapprove"
"1107","It hasn’t changed","73","Female","South East","C2","Liberal Democrat","Approve"
"1108","Don’t know","23","Female","South West","C1","Don't know","Neither approve nor disapprove"
"1109","It hasn’t changed","64","Female","North East","C1","Conservative","Neither approve nor disapprove"
"1110","It hasn’t changed","68","Male","Yorkshire and the Humber","D","Conservative","Approve"
"1111","It has decreased by less than a quarter","28","Male","London","B","Liberal Democrat","Approve"
